Date, Time, Open, High, Low, Last, Volume, OpenInt, OHLC Avg, HLC Avg, HL Avg, Bid Volume, Ask Volume, LBR Bars, 3/10, Mov Avg 3/10, 3/10 Diff, Line, Avg, Avg, IB, WR7, NR7, TP, 3BT, Pure 3BT, BO, HBO, LBO, PF3, PF3[1], 5SMA, ERun, STPvt, SIG, LongoBO, ShortBO, ROC, ROC (alt), ROC[1], STPvt, Highest ROC, Lowest ROC, LLHHDraw, RANK, ADX
2023-8-14, 00:00:00.000000, 29450, 29810, 29095, 29395, 7834, 10907, 29438, 29433, 29453, 0, 0, -1, 10.166, -149.427, 159.593, 0.000, 29531, 29588, 0, 0, 0, 4.1, 0, 0, 0, 29855, 29095, 0, 0, 0, 0, 29365, -1, 29835, 29095, -100.000, -100.000, -45.000, 29365.000, 1170.000, -1935.000, 0.000, 99.6, 21.0
2023-8-15, 00:00:00.000000, 29460, 29595, 29115, 29225, 4356, 10656, 29349, 29312, 29355, 0, 0, -1, -58.334, -114.979, 56.645, 0.000, 29502, 29418, 29595, 0, 0, 16.4, 1, 0, 0, 29810, 29095, 0, 0, 0, 0, 29155, -2, 30110, 28680, -240.000, -240.000, -100.000, 29155.000, 1170.000, -1935.000, 0.000, 99.1, 20.5
2023-8-16, 00:00:00.000000, 29255, 29305, 28855, 29130, 5150, 10150, 29136, 29097, 29080, 0, 0, -1, -155.000, -84.229, -70.771, 0.000, 29467, 29342, 0, 0, 0, 35.3, 0, 0, 0, 29810, 28855, 0, 0, 0, 0, 28960, -2, 29705, 28745, -265.000, -265.000, -240.000, 28960.000, 1170.000, -1935.000, 0.000, 98.9, 19.5
2023-8-17, 00:00:00.000000, 28955, 28995, 27485, 27850, 14274, 11396, 28321, 28110, 28240, 0, 0, -1, -514.000, -71.958, -442.042, 0.000, 29313, 29013, 0, 1, 0, 40.5, 0, 0, 0, 29595, 27485, 0, 0, 0, 1, 27755, -2, 29580, 28680, -1375.000, -1375.000, -265.000, 27755.000, 1170.000, -1935.000, 0.000, 94.7, 19.7
2023-8-18, 00:00:00.000000, 26475, 27005, 25600, 26020, 11658, 11094, 26275, 26208, 26303, 0, 0, -1, -1275.334, -125.042, -1150.292, 0.000, 28999, 28324, 0, 0, 0, 50.0, 0, 0, 0, 29305, 25600, -1, 0, 0, 1, 24740, -2, 29360, 26340, -3110.000, -3110.000, -1375.000, 24740.000, 1170.000, -3110.000, -3110.000, 89.0, 21.6
2023-8-21, 00:00:00.000000, 26195, 26220, 25795, 26065, 7374, 9655, 26069, 26027, 26008, 0, 0, -1, -1978.000, -233.813, -1744.187, 0.000, 28720, 27658, 26220, 0, 0, 43.7, 1, 0, 0, 28995, 25600, 0, -1, 0, 1, 24235, 1, 27425, 24615, -1785.000, -1785.000, -3110.000, 24235.000, 1170.000, -3110.000, 0.000, 89.5, 23.3
2023-8-22, 00:00:00.000000, 26160, 26170, 25690, 25730, 7666, 7599, 25938, 25863, 25930, 0, 0, -1, -2250.166, -361.708, -1888.458, 0.000, 28435, 26959, 0, 0, 0, 32.9, 1, 0, 0, 27005, 25600, 0, 0, 0, 1, 25775, 2, 26490, 25640, -290.000, -290.000, -1785.000, 25775.000, 1170.000, -3110.000, 0.000, 92.4, 25.0
2023-8-23, 00:00:00.000000, 25595, 26810, 25585, 26640, 12134, 3438, 26158, 26345, 26198, 0, 0, -1, -1756.500, -467.677, -1288.823, 0.000, 28264, 26461, 0, 0, 0, 0.0, 0, 0, 0, 26810, 25585, 0, 0, 1, 0, 26305, 2, 26210, 25250, 575.000, 575.000, -290.000, 26305.000, 1170.000, -3110.000, 0.000, 102.4, 25.4
2023-8-24, 00:00:00.000000, 26300, 26560, 25805, 25995, 8638, 1558, 26165, 26120, 26183, 0, 0, -1, -1429.834, -553.073, -876.761, 0.000, 28048, 26090, 26560, 0, 0, 19.2, 1, 0, 0, 26810, 25585, 0, 0, 0, 0, 26905, -1, 27865, 25415, 265.000, 265.000, 575.000, 26905.000, 985.000, -3110.000, 0.000, 99.7, 25.8
2023-8-25, 00:00:00.000000, 26130, 26445, 25865, 26080, 5998, 10372, 26130, 26130, 26155, 0, 0, -1, -974.666, -614.844, -359.822, 0.000, 27860, 26102, 26445, 0, 0, 26.3, 0, 1, 0, 26810, 25585, 0, 0, 0, 0, 25435, -2, 26750, 25240, -560.000, -560.000, 265.000, 25435.000, 985.000, -3110.000, 0.000, 101.4, 26.1
2023-8-28, 00:00:00.000000, 26210, 26360, 25930, 26090, 3315, 10465, 26148, 26127, 26145, 0, 0, -1, -827.500, -665.094, -162.406, 0.000, 27692, 26107, 26360, 0, 0, 21.5, 0, 1, 0, 26560, 25805, 0, 0, 0, 0, 26175, 1, 26660, 25500, 95.000, 95.000, -560.000, 26175.000, 985.000, -3110.000, 0.000, 97.9, 26.5
2023-8-29, 00:00:00.000000, 26075, 28335, 25980, 28010, 19905, 11744, 27100, 27442, 27158, 0, 0, -1, -34.334, -664.313, 629.979, 0.000, 27722, 26563, 0, 1, 0, 9.9, 0, 0, 1, 28335, 25865, 1, 0, 0, 0, 28020, 2, 26520, 25660, 1930.000, 1930.000, 95.000, 28020.000, 1930.000, -3110.000, 1930.000, 107.8, 25.3
2023-8-30, 00:00:00.000000, 27875, 27970, 27130, 27260, 7293, 11123, 27559, 27453, 27550, 0, 0, -1, 546.000, -635.521, 1181.521, 0.000, 27678, 26687, 27970, 0, 0, 32.5, 1, 0, 0, 28335, 25930, 0, 1, 0, 0, 29180, -1, 30365, 25655, 1170.000, 1170.000, 1930.000, 29180.000, 1930.000, -3110.000, 0.000, 104.5, 24.2
2023-8-31, 00:00:00.000000, 27385, 27705, 26010, 26240, 10310, 10847, 26835, 26652, 26858, 0, 0, -1, 757.000, -601.573, 1358.573, 0.000, 27541, 26736, 0, 0, 0, 14.0, 1, 0, 0, 28335, 25980, 0, 0, 0, 0, 25490, -2, 28100, 26420, -1770.000, -1770.000, 1170.000, 25490.000, 1930.000, -3110.000, 0.000, 100.6, 23.1
2023-9-1, 00:00:00.000000, 26070, 26225, 25390, 25700, 6918, 10409, 25846, 25772, 25808, 0, 0, -1, 19.000, -616.375, 635.375, 0.000, 27366, 26660, 0, 0, 0, 44.5, 0, 0, 1, 27970, 25390, 0, 0, 0, 0, 24680, 1, 27935, 24545, -1560.000, -1560.000, -1770.000, 24680.000, 1930.000, -3110.000, 0.000, 91.8, 22.7
2023-9-5, 00:00:00.000000, 25985, 26170, 25575, 25735, 4758, 10524, 25866, 25827, 25873, 0, 0, -1, -456.334, -648.615, 192.281, 0.000, 27210, 26589, 26170, 0, 0, 37.1, 1, 0, 0, 27705, 25390, 0, 0, 0, 0, 25195, 2, 26535, 24865, -505.000, -505.000, -1560.000, 25195.000, 1930.000, -3110.000, 0.000, 94.4, 22.3
2023-9-6, 00:00:00.000000, 25795, 26140, 25335, 25705, 5237, 10688, 25744, 25727, 25738, 0, 0, -1, -632.166, -688.760, 56.594, 0.000, 27067, 26128, 0, 0, 0, 5.1, 0, 0, 0, 26225, 25335, 0, 0, 0, 0, 25740, 2, 26330, 25140, 5.000, 5.000, -505.000, 25740.000, 1930.000, -3110.000, 0.000, 98.0, 22.1
2023-9-7, 00:00:00.000000, 25795, 26090, 25630, 25980, 3776, 10835, 25874, 25900, 25860, 0, 0, -1, -472.834, -714.667, 241.833, 0.000, 26964, 25872, 26090, 0, 0, 22.5, 0, 1, 0, 26170, 25335, 0, 0, 0, 0, 25950, 2, 26510, 24900, 245.000, 245.000, 5.000, 25950.000, 1930.000, -3110.000, 0.000, 101.1, 22.0
2023-9-8, 00:00:00.000000, 26210, 26560, 25690, 26005, 6232, 10882, 26116, 26085, 26125, 0, 0, -1, -383.834, -728.969, 345.135, 0.000, 26872, 25825, 0, 0, 0, 22.0, 0, 0, 0, 26560, 25335, 0, 0, 0, 0, 26280, 2, 26440, 25520, 300.000, 300.000, 245.000, 26280.000, 1930.000, -3110.000, 0.000, 101.0, 21.2
2023-9-11, 00:00:00.000000, 25930, 26120, 24925, 25030, 8627, 10866, 25501, 25358, 25523, 0, 0, -1, -503.834, -728.333, 224.500, 0.000, 26697, 25691, 0, 0, 0, 23.7, 0, 0, 0, 26560, 24925, 0, 0, 0, 0, 25055, -1, 26875, 25135, -950.000, -950.000, 300.000, 25055.000, 1930.000, -3110.000, 0.000, 97.4, 21.2
2023-9-12, 00:00:00.000000, 25140, 26685, 25100, 26125, 11268, 10920, 25763, 25970, 25893, 0, 0, -1, -459.000, -677.313, 218.313, 0.000, 26642, 25769, 0, 0, 0, 5.4, 0, 0, 0, 26685, 24925, 1, 0, 0, 0, 25150, 1, 26225, 23835, 120.000, 120.000, -950.000, 25150.000, 1930.000, -3110.000, 0.000, 100.6, 20.5
2023-9-13, 00:00:00.000000, 26180, 26520, 25845, 26205, 5247, 10859, 26188, 26190, 26183, 0, 0, -1, -211.834, -566.927, 355.093, 0.000, 26601, 25869, 26520, 0, 0, 30.8, 1, 0, 0, 26685, 24925, 1, 1, 0, 0, 27300, 2, 27710, 24540, 1175.000, 1175.000, 120.000, 27300.000, 1930.000, -3110.000, 0.000, 100.8, 19.8
2023-9-14, 00:00:00.000000, 26330, 26955, 26215, 26765, 5968, 11584, 26566, 26645, 26585, 0, 0, -1, 416.000, -400.292, 816.292, 0.000, 26616, 26026, 0, 0, 0, 35.2, 0, 0, 1, 26955, 25100, 0, 1, 0, 0, 26845, -1, 26880, 25530, 640.000, 640.000, 1175.000, 26845.000, 1930.000, -3110.000, 0.000, 106.9, 18.5
2023-9-15, 00:00:00.000000, 26635, 26780, 26265, 26475, 3990, 11124, 26539, 26507, 26523, 0, 0, -1, 509.166, -258.688, 767.854, 0.000, 26603, 26120, 26780, 0, 0, 26.8, 1, 0, 0, 26955, 25845, 0, 0, 0, 0, 27035, -2, 27505, 26025, 270.000, 270.000, 640.000, 27035.000, 1930.000, -3110.000, 0.000, 101.3, 17.4
2023-9-18, 00:00:00.000000, 26560, 27550, 26425, 26885, 10480, 11475, 26855, 26953, 26988, 0, 0, -1, 617.334, -130.740, 748.074, 0.000, 26630, 26491, 0, 0, 0, 14.2, 0, 0, 0, 27550, 26215, 0, 0, 0, 1, 26595, -2, 26990, 25960, 120.000, 120.000, 270.000, 26595.000, 1930.000, -3110.000, 0.000, 102.6, 17.0
2023-9-19, 00:00:00.000000, 26885, 27620, 26715, 27270, 8349, 11752, 27123, 27202, 27168, 0, 0, 1, 632.166, -30.313, 662.479, 0.000, 26691, 26720, 0, 0, 0, 17.5, 0, 0, 0, 27620, 26265, 1, 0, 0, 1, 27680, 1, 28010, 25760, 795.000, 795.000, 120.000, 27680.000, 1930.000, -3110.000, 0.000, 101.9, 16.6
2023-9-20, 00:00:00.000000, 27225, 27455, 26845, 26990, 5569, 11083, 27129, 27097, 27150, 0, 0, 1, 675.334, 63.614, 611.720, 0.000, 26719, 26877, 27455, 0, 0, 24.5, 0, 1, 0, 27620, 26425, 0, 1, 0, 1, 27375, -1, 28175, 26365, 105.000, 105.000, 795.000, 27375.000, 1930.000, -3110.000, 0.000, 101.9, 16.3
2023-9-21, 00:00:00.000000, 27165, 27230, 26380, 26635, 6747, 10292, 26853, 26748, 26805, 0, 0, 1, 526.500, 98.667, 427.833, 0.000, 26711, 26851, 0, 0, 0, 21.5, 0, 0, 0, 27620, 26380, 0, 0, 1, 0, 26355, -2, 27600, 26380, -635.000, -635.000, 105.000, 26355.000, 1930.000, -3110.000, 0.000, 99.1, 15.3
2023-9-22, 00:00:00.000000, 26600, 26815, 26525, 26545, 3757, 10208, 26621, 26628, 26670, 0, 0, 1, 230.834, 78.969, 151.865, 0.000, 26695, 26865, 26815, 0, 1, 36.5, 1, 0, 0, 27455, 26380, 0, 0, 0, 0, 26190, 1, 27485, 25785, -445.000, -445.000, -635.000, 26190.000, 1930.000, -3110.000, 0.000, 97.3, 14.4
2023-9-25, 00:00:00.000000, 26545, 26545, 25985, 26355, 9696, 8578, 26358, 26295, 26265, 0, 0, 1, -113.334, 24.573, -137.907, 0.000, 26663, 26759, 0, 0, 0, 40.3, 0, 0, 1, 27230, 25985, 0, 0, 0, 0, 26265, 2, 26835, 26255, -280.000, -280.000, -445.000, 26265.000, 1930.000, -3110.000, 0.000, 97.6, 14.0
2023-9-26, 00:00:00.000000, 26300, 26430, 26090, 26245, 8234, 5892, 26266, 26255, 26260, 0, 0, -1, -255.334, 7.427, -262.761, 0.000, 26623, 26554, 26430, 0, 0, 29.5, 1, 0, 0, 26815, 25985, -1, 0, 0, 0, 26055, -1, 26915, 25795, -300.000, -300.000, -280.000, 26055.000, 1930.000, -3110.000, 0.000, 98.5, 13.6
2023-9-27, 00:00:00.000000, 26150, 26890, 26080, 26250, 12318, 3170, 26343, 26407, 26485, 0, 0, -1, -358.166, 13.562, -371.728, 0.000, 26588, 26406, 0, 0, 0, 8.5, 0, 0, 0, 26890, 25985, 0, -1, 0, 1, 26140, 1, 26585, 25905, -105.000, -105.000, -300.000, 26140.000, 1930.000, -3110.000, 0.000, 98.9, 12.8
2023-9-28, 00:00:00.000000, 26280, 27370, 26280, 27120, 10622, 858, 26763, 26923, 26825, 0, 0, 1, -138.666, 44.406, -183.072, 0.000, 26638, 26503, 0, 1, 0, 12.3, 0, 0, 0, 27370, 26080, 1, 0, 1, 0, 27125, 2, 27060, 25440, 875.000, 875.000, -105.000, 27125.000, 1930.000, -3110.000, 0.000, 102.9, 12.7
2023-9-29, 00:00:00.000000, 27255, 27460, 26800, 27100, 6417, 11231, 27154, 27120, 27130, 0, 0, 1, 83.834, 79.198, 4.636, 0.000, 26682, 26614, 0, 0, 0, 27.9, 0, 0, 0, 27460, 26080, 0, 1, 0, 0, 27970, -1, 28210, 26030, 850.000, 850.000, 875.000, 27970.000, 1930.000, -3110.000, 0.000, 103.3, 12.7
2023-10-2, 00:00:00.000000, 27190, 28950, 27190, 28150, 16751, 12513, 27870, 28097, 28070, 0, 0, 1, 590.666, 140.104, 450.562, 0.000, 26822, 26973, 0, 1, 0, 38.6, 0, 0, 0, 28950, 26280, 1, 0, 0, 0, 28130, 1, 27760, 26440, 1030.000, 1030.000, 850.000, 28130.000, 1930.000, -1785.000, 0.000, 107.2, 14.4
2023-10-3, 00:00:00.000000, 27680, 27805, 27290, 27385, 8348, 11272, 27540, 27493, 27548, 0, 0, 1, 667.500, 213.313, 454.188, 0.000, 26876, 27201, 27805, 0, 0, 38.0, 1, 0, 0, 28950, 26800, 0, 1, 0, 0, 28435, -1, 29910, 26390, 285.000, 285.000, 1030.000, 28435.000, 1930.000, -1770.000, 0.000, 101.0, 15.9
2023-10-4, 00:00:00.000000, 27520, 28015, 27270, 27775, 5558, 11194, 27645, 27687, 27643, 0, 0, 1, 814.000, 292.875, 521.125, 0.000, 26961, 27506, 0, 0, 0, 28.8, 1, 0, 0, 28950, 27190, 0, 0, 0, 1, 27010, -2, 27900, 26870, -375.000, -375.000, 285.000, 27010.000, 1930.000, -1770.000, 0.000, 102.5, 17.5
2023-10-5, 00:00:00.000000, 27855, 28340, 27465, 27605, 10419, 11661, 27816, 27803, 27903, 0, 0, 1, 535.334, 339.573, 195.761, 0.000, 27023, 27603, 0, 0, 0, 13.1, 0, 0, 0, 28340, 27270, 0, 0, 0, 1, 27995, 1, 28520, 27030, 220.000, 220.000, -375.000, 27995.000, 1930.000, -1770.000, 0.000, 98.1, 19.2
2023-10-6, 00:00:00.000000, 27600, 28275, 27290, 28145, 9349, 12747, 27828, 27903, 27783, 0, 0, 1, 628.666, 352.865, 275.801, 0.000, 27130, 27812, 0, 0, 0, 4.0, 1, 0, 0, 28340, 27270, 1, 0, 0, 1, 27975, 2, 28480, 26730, 370.000, 370.000, 220.000, 27975.000, 1930.000, -1770.000, 0.000, 102.8, 20.5
2023-10-9, 00:00:00.000000, 28085, 28145, 27370, 27735, 7430, 11525, 27834, 27750, 27758, 0, 0, 1, 477.334, 350.875, 126.459, 0.000, 27187, 27729, 28145, 0, 0, 13.1, 1, 0, 0, 28340, 27290, -1, 1, 0, 1, 28275, -1, 29130, 27160, 130.000, 130.000, 370.000, 28275.000, 1930.000, -1770.000, 0.000, 99.9, 21.7
2023-10-10, 00:00:00.000000, 27720, 27890, 27390, 27490, 6128, 11212, 27623, 27590, 27640, 0, 0, 1, 314.500, 331.948, -17.448, 0.000, 27216, 27750, 27890, 0, 1, 24.6, 0, 1, 0, 28275, 27290, -1, -1, 1, 0, 27080, -2, 28510, 26960, -655.000, -655.000, 130.000, 27080.000, 1930.000, -1770.000, 0.000, 99.6, 22.8
2023-10-11, 00:00:00.000000, 27540, 27595, 26570, 26800, 10160, 10620, 27126, 26988, 27083, 0, 0, 1, -188.834, 280.635, -469.469, 0.000, 27176, 27555, 0, 0, 0, 35.5, 0, 0, 1, 28145, 26570, -1, -1, 0, 0, 26555, -2, 27990, 26990, -935.000, -935.000, -655.000, 26555.000, 1175.000, -1770.000, 0.000, 95.2, 22.1
2023-10-12, 00:00:00.000000, 26775, 27025, 26575, 26755, 4426, 10715, 26783, 26785, 26800, 0, 0, -1, -479.000, 208.490, -687.490, 0.000, 27136, 27385, 27025, 0, 1, 33.0, 1, 0, 0, 27890, 26570, 0, -1, 0, 0, 26065, 1, 27825, 25775, -735.000, -735.000, -935.000, 26065.000, 1175.000, -1770.000, 0.000, 96.5, 21.5
2023-10-13, 00:00:00.000000, 26795, 27165, 26695, 26840, 4859, 10572, 26874, 26900, 26930, 0, 0, -1, -669.666, 133.729, -803.395, 0.000, 27108, 27124, 0, 0, 0, 27.1, 1, 0, 0, 27595, 26570, 0, 0, 0, 0, 26795, 2, 27205, 26305, 40.000, 40.000, -735.000, 26795.000, 1175.000, -1560.000, 0.000, 97.6, 21.1
2023-10-16, 00:00:00.000000, 27275, 30365, 27145, 28575, 26787, 11830, 28340, 28695, 28755, 0, 0, 1, -120.500, 111.771, -232.271, 0.000, 27248, 27292, 0, 1, 0, 48.3, 0, 0, 1, 30365, 26575, 0, 0, 0, 0, 28660, 2, 27310, 26370, 1820.000, 1820.000, 40.000, 28660.000, 1820.000, -950.000, 1820.000, 106.6, 23.5
2023-10-17, 00:00:00.000000, 28575, 28805, 28245, 28620, 6603, 12327, 28561, 28557, 28525, 0, 0, 1, 377.666, 142.458, 235.208, 0.000, 27378, 27518, 28805, 0, 0, 42.4, 1, 0, 0, 30365, 26695, 0, 0, 0, 0, 30355, -1, 31795, 25355, 1780.000, 1780.000, 1820.000, 30355.000, 1820.000, -950.000, 0.000, 107.0, 25.6
2023-10-18, 00:00:00.000000, 28590, 29120, 28215, 28320, 4733, 12043, 28561, 28552, 28668, 0, 0, 1, 816.500, 209.448, 607.052, 0.000, 27468, 27822, 0, 0, 0, 35.9, 1, 0, 0, 30365, 27145, 0, 0, 0, 0, 28365, -2, 29180, 28060, -255.000, -255.000, 1780.000, 28365.000, 1820.000, -950.000, 0.000, 105.5, 27.8
2023-10-19, 00:00:00.000000, 28335, 29095, 28175, 28900, 7780, 12820, 28626, 28723, 28635, 0, 0, 1, 795.334, 281.542, 513.792, 0.000, 27604, 28251, 0, 0, 0, 1.4, 0, 0, 0, 29120, 28175, 0, 0, 0, 0, 28600, 1, 29225, 27415, 280.000, 280.000, -255.000, 28600.000, 1820.000, -950.000, 0.000, 101.1, 29.7
2023-10-20, 00:00:00.000000, 28745, 30465, 28700, 29685, 10080, 13520, 29399, 29617, 29583, 0, 0, 1, 996.334, 352.479, 643.855, 0.000, 27803, 28820, 0, 0, 0, 27.8, 0, 0, 0, 30465, 28175, 1, 0, 0, 1, 30265, 2, 29820, 27980, 1365.000, 1365.000, 280.000, 30265.000, 1820.000, -950.000, 0.000, 103.7, 32.2
2023-10-23, 00:00:00.000000, 29860, 31940, 29835, 31485, 15576, 11968, 30780, 31087, 30888, 0, 0, 1, 1676.334, 452.010, 1224.323, 0.000, 28153, 29402, 0, 0, 0, 36.2, 0, 0, 0, 31940, 28175, 1, 1, 0, 1, 32270, 2, 31450, 27920, 2585.000, 2585.000, 1365.000, 32270.000, 2585.000, -935.000, 2585.000, 111.2, 34.9
2023-10-24, 00:00:00.000000, 31705, 35265, 31705, 33845, 26556, 7920, 33130, 33605, 33485, 0, 0, 1, 2689.166, 583.167, 2105.999, 0.000, 28695, 30447, 0, 1, 0, 46.4, 0, 0, 0, 35265, 28700, 1, 1, 0, 1, 35645, 2, 33590, 29380, 4160.000, 4160.000, 2585.000, 35645.000, 4160.000, -935.000, 4160.000, 117.1, 38.1
2023-10-25, 00:00:00.000000, 34150, 35245, 33745, 34840, 13542, 4952, 34495, 34610, 34495, 0, 0, 1, 3603.500, 766.667, 2836.833, 0.000, 29281, 31751, 35245, 0, 0, 36.2, 1, 0, 0, 35265, 29835, 0, 1, 0, 1, 37200, -1, 37405, 30285, 3355.000, 3355.000, 4160.000, 37200.000, 4160.000, -935.000, 0.000, 117.4, 41.1
2023-10-26, 00:00:00.000000, 34685, 34940, 33760, 34065, 11713, 1344, 34363, 34255, 34350, 0, 0, 1, 3732.500, 949.073, 2783.427, 0.000, 29736, 32784, 34940, 0, 0, 33.4, 0, 1, 0, 35265, 31705, 0, 0, 0, 1, 35060, -2, 36340, 33340, 220.000, 220.000, 3355.000, 35060.000, 4160.000, -935.000, 0.000, 108.2, 43.8
2023-10-27, 00:00:00.000000, 34420, 34630, 33655, 33955, 7077, 16076, 34165, 34080, 34143, 0, 0, 1, 3057.668, 1106.719, 1950.949, 0.000, 30138, 33638, 0, 0, 0, 20.5, 0, 0, 0, 35245, 33655, 0, 0, 0, 1, 33180, -2, 35245, 32885, -885.000, -885.000, 220.000, 33180.000, 4160.000, -935.000, 0.000, 100.3, 46.2
2023-10-30, 00:00:00.000000, 34785, 35175, 34330, 34765, 6449, 15894, 34764, 34757, 34753, 0, 0, 1, 2413.668, 1218.281, 1195.386, 0.000, 30579, 34294, 0, 0, 1, 26.3, 0, 0, 0, 35175, 33655, 0, 0, 0, 1, 34655, 1, 34930, 32980, 700.000, 700.000, -885.000, 34655.000, 4160.000, -935.000, 0.000, 99.8, 48.5
2023-10-31, 00:00:00.000000, 34775, 35110, 34295, 34905, 5971, 16281, 34771, 34770, 34703, 0, 0, 1, 2065.168, 1317.521, 747.647, 0.000, 30991, 34506, 0, 0, 1, 23.2, 1, 0, 0, 35175, 33655, 0, 0, 0, 1, 35715, 2, 35610, 33920, 950.000, 950.000, 700.000, 35715.000, 4160.000, -935.000, 0.000, 102.5, 50.7
2023-11-1, 00:00:00.000000, 34865, 35940, 34310, 34965, 9752, 16746, 35020, 35072, 35125, 0, 0, 1, 1737.332, 1406.448, 330.884, 0.000, 31369, 34531, 0, 0, 0, 0.9, 0, 0, 0, 35940, 34295, 0, 0, 0, 1, 35105, -1, 35720, 34090, 200.000, 200.000, 950.000, 35105.000, 4160.000, -935.000, 0.000, 103.0, 52.8
2023-11-2, 00:00:00.000000, 35810, 36580, 34590, 35300, 10328, 16144, 35570, 35490, 35585, 0, 0, 1, 1275.668, 1497.979, -222.312, 0.000, 31744, 34778, 0, 0, 0, 9.0, 0, 0, 0, 36580, 34295, 0, 0, 0, 1, 35360, 1, 36595, 33335, 395.000, 395.000, 200.000, 35360.000, 4160.000, -935.000, 0.000, 101.5, 54.8
2023-11-3, 00:00:00.000000, 35200, 35265, 34395, 34805, 6829, 16095, 34916, 34822, 34830, 0, 0, 1, 730.332, 1573.563, -843.231, 0.000, 32035, 34948, 0, 0, 0, 30.8, 1, 0, 0, 36580, 34310, 0, 0, 1, 0, 35140, -1, 37290, 33310, -160.000, -160.000, 395.000, 35140.000, 4160.000, -935.000, 0.000, 99.7, 56.5
2023-11-6, 00:00:00.000000, 35310, 35820, 35030, 35320, 5080, 16402, 35370, 35390, 35425, 0, 0, 1, 465.168, 1644.490, -1179.322, 0.000, 32348, 35059, 0, 0, 1, 31.9, 1, 0, 0, 36580, 34395, 0, 0, 0, 0, 34825, 1, 35675, 33935, 20.000, 20.000, -160.000, 34825.000, 4160.000, -935.000, 0.000, 101.0, 58.1
2023-11-7, 00:00:00.000000, 35385, 36340, 34755, 36145, 8038, 17075, 35656, 35747, 35548, 0, 0, 1, 516.832, 1684.323, -1167.491, 0.000, 32710, 35307, 0, 0, 0, 12.6, 0, 0, 0, 36340, 34395, 1, 0, 0, 0, 36660, 2, 36110, 34530, 1340.000, 1340.000, 20.000, 36660.000, 4160.000, -935.000, 0.000, 102.4, 59.6
2023-11-8, 00:00:00.000000, 35760, 36415, 35300, 35895, 7862, 16881, 35843, 35870, 35858, 0, 0, 1, 774.668, 1709.136, -934.468, 0.000, 33013, 35493, 0, 0, 0, 17.2, 0, 0, 0, 36415, 34755, 0, 1, 0, 0, 36720, -1, 37730, 34560, 575.000, 575.000, 1340.000, 36720.000, 4160.000, -935.000, 0.000, 103.1, 61.1
2023-11-9, 00:00:00.000000, 36090, 38380, 35865, 36805, 16525, 15973, 36785, 37017, 37123, 0, 0, 1, 995.668, 1720.334, -724.666, 0.000, 33374, 35794, 0, 1, 0, 33.4, 0, 0, 0, 38380, 34755, 1, 0, 0, 0, 36555, 1, 37010, 34780, 660.000, 660.000, 575.000, 36555.000, 4160.000, -935.000, 0.000, 104.2, 62.8
2023-11-10, 00:00:00.000000, 36815, 37875, 36605, 37555, 8283, 16625, 37213, 37345, 37240, 0, 0, 1, 1105.668, 1739.730, -634.062, 0.000, 33772, 36344, 37875, 0, 0, 29.4, 1, 0, 0, 38380, 35300, 1, 1, 0, 1, 38465, 2, 39320, 34290, 1660.000, 1660.000, 660.000, 38465.000, 4160.000, -935.000, 0.000, 103.9, 64.4
2023-11-13, 00:00:00.000000, 37510, 37720, 36505, 36915, 6819, 15798, 37163, 37047, 37113, 0, 0, 1, 1230.668, 1754.375, -523.708, 0.000, 34072, 36663, 0, 0, 0, 25.8, 1, 0, 0, 38380, 35865, 0, 1, 0, 1, 37665, -1, 38825, 36285, 110.000, 110.000, 1660.000, 37665.000, 4160.000, -935.000, 0.000, 102.8, 65.7
2023-11-14, 00:00:00.000000, 36805, 36975, 34760, 35365, 10502, 14778, 35976, 35700, 35868, 0, 0, 1, 704.668, 1693.646, -988.978, 0.000, 34195, 36507, 0, 0, 0, 32.8, 0, 0, 1, 37875, 34760, -1, 0, 1, 0, 34725, -2, 38130, 35700, -2190.000, -2190.000, 110.000, 34725.000, 4160.000, -2190.000, -2190.000, 96.1, 64.3
2023-11-15, 00:00:00.000000, 35665, 38130, 35485, 37820, 12335, 15795, 36775, 37145, 36808, 0, 0, 1, 507.500, 1557.292, -1049.792, 0.000, 34540, 36892, 0, 1, 0, 12.2, 0, 0, 0, 38130, 34760, 0, -1, 0, 0, 36270, 1, 37580, 33150, 905.000, 905.000, -2190.000, 36270.000, 4160.000, -2190.000, 0.000, 100.7, 63.5
2023-11-16, 00:00:00.000000, 37955, 38285, 35610, 36040, 11861, 13992, 36973, 36645, 36948, 0, 0, 1, 141.832, 1340.938, -1199.106, 0.000, 34683, 36739, 0, 1, 0, 12.6, 0, 0, 0, 38285, 34760, -1, 0, 0, 0, 38495, -1, 40465, 35175, 675.000, 675.000, 905.000, 38495.000, 4160.000, -2190.000, 0.000, 97.6, 62.9
2023-11-17, 00:00:00.000000, 36295, 37170, 35945, 36565, 10400, 12139, 36494, 36560, 36558, 0, 0, 1, 365.832, 1130.521, -764.689, 0.000, 34862, 36541, 37170, 0, 0, 28.1, 0, 1, 0, 38285, 35485, 0, -1, 0, 0, 34785, -2, 38715, 33365, -1255.000, -1255.000, 675.000, 34785.000, 4160.000, -2190.000, 0.000, 103.4, 62.2
