Date, Time, Open, High, Low, Last, Volume, OpenInt, OHLC Avg, HLC Avg, HL Avg, Bid Volume, Ask Volume, LBR Bars, 3/10, Mov Avg 3/10, 3/10 Diff, Line, Avg, Avg, IB, WR7, NR7, TP, 3BT, Pure 3BT, BO, HBO, LBO, PF3, PF3[1], 5SMA, ERun, STPvt, SIG, LongoBO, ShortBO, ROC, ROC (alt), ROC[1], STPvt, Highest ROC, Lowest ROC, LLHHDraw, RANK, ADX
2022-7-25, 00:00:00.000000, 22830, 23035, 21580, 21885, 10395, 7484, 22333, 22167, 22308, 0, 0, 1, 851.666, 457.635, 394.031, 0.000, 22083, 22977, 0, 0, 0, 26.7, 0, 0, 1, 23800, 21580, 0, 0, 0, 0, 21270, -2, 23885, 21345, -1345.000, -1345.000, -1080.000, 21270.000, 2270.000, -6835.000, 0.000, 92.4, 27.6
2022-7-26, 00:00:00.000000, 22045, 22045, 20715, 20915, 11713, 5446, 21430, 21225, 21380, 0, 0, 1, -80.000, 506.542, -586.542, 0.000, 21972, 22468, 0, 0, 0, 39.5, 0, 0, 0, 23800, 20715, 0, 0, 0, 0, 20185, -2, 23340, 20430, -1700.000, -1700.000, -1345.000, 20185.000, 2270.000, -6835.000, 0.000, 90.0, 26.6
2022-7-27, 00:00:00.000000, 21015, 23120, 21000, 22780, 13017, 3475, 21979, 22300, 22060, 0, 0, 1, -341.500, 534.333, -875.833, 0.000, 22049, 22285, 0, 0, 0, 6.1, 0, 0, 0, 23120, 20715, 0, 0, 0, 0, 21810, 1, 22245, 19585, 895.000, 895.000, -1700.000, 21810.000, 2270.000, -6795.000, 0.000, 100.7, 24.8
2022-7-28, 00:00:00.000000, 22785, 24230, 22620, 23805, 11797, 941, 23360, 23552, 23425, 0, 0, 1, -19.500, 547.031, -566.531, 0.000, 22216, 22400, 0, 0, 0, 39.6, 0, 0, 0, 24230, 20715, 1, 0, 0, 0, 25670, 2, 24900, 20660, 2890.000, 2890.000, 895.000, 25670.000, 2890.000, -2450.000, 2890.000, 108.8, 23.7
2022-7-29, 00:00:00.000000, 24010, 24625, 23560, 23990, 7464, 9810, 24046, 24058, 24093, 0, 0, 1, 725.500, 564.312, 161.188, 0.000, 22385, 22675, 0, 0, 1, 39.6, 0, 0, 0, 24625, 21000, 0, 1, 0, 0, 25015, -1, 25415, 22195, 1210.000, 1210.000, 2890.000, 25015.000, 2890.000, -2450.000, 0.000, 114.7, 22.8
2022-8-1, 00:00:00.000000, 23655, 23685, 22895, 23030, 5781, 9209, 23316, 23203, 23290, 0, 0, 1, 667.834, 554.750, 113.084, 0.000, 22447, 22904, 0, 0, 1, 30.3, 1, 0, 0, 24625, 22620, -1, 0, 0, 0, 23215, -2, 25055, 22925, -775.000, -775.000, 1210.000, 23215.000, 2890.000, -2450.000, 0.000, 101.1, 21.6
2022-8-2, 00:00:00.000000, 23050, 23510, 22685, 23000, 5487, 9484, 23061, 23065, 23098, 0, 0, 1, 445.500, 522.542, -77.042, 0.000, 22499, 23321, 0, 0, 0, 32.2, 0, 0, 0, 24625, 22685, -1, -1, 0, 0, 22040, -2, 23820, 22240, -990.000, -990.000, -775.000, 22040.000, 2890.000, -2450.000, 0.000, 96.6, 20.2
2022-8-3, 00:00:00.000000, 23175, 23705, 22730, 23540, 6020, 9878, 23288, 23325, 23218, 0, 0, 1, 311.000, 525.562, -214.562, 0.000, 22598, 23473, 0, 0, 0, 2.3, 0, 0, 0, 23705, 22685, 0, -1, 0, 0, 23510, 1, 23825, 22175, 510.000, 510.000, -990.000, 23510.000, 2890.000, -2450.000, 0.000, 98.1, 19.1
2022-8-4, 00:00:00.000000, 23370, 23370, 22405, 22455, 7914, 9316, 22900, 22743, 22888, 0, 0, 1, 196.834, 562.740, -365.906, 0.000, 22585, 23203, 0, 0, 0, 16.4, 0, 0, 0, 23705, 22405, 0, 0, 0, 0, 22995, -1, 24515, 22565, -545.000, -545.000, 510.000, 22995.000, 2890.000, -2450.000, 0.000, 97.5, 17.8
2022-8-5, 00:00:00.000000, 22505, 23555, 22475, 22960, 8818, 9202, 22874, 22997, 23015, 0, 0, 1, 149.000, 596.135, -447.135, 0.000, 22620, 22997, 0, 0, 0, 8.5, 1, 0, 0, 23705, 22405, 0, 0, 0, 0, 21875, -2, 23420, 21490, -580.000, -580.000, -545.000, 21875.000, 2890.000, -2450.000, 0.000, 99.8, 16.8
2022-8-8, 00:00:00.000000, 23310, 24355, 23085, 23985, 7581, 9799, 23684, 23808, 23720, 0, 0, 1, 87.334, 601.802, -514.468, 0.000, 22750, 23188, 0, 0, 0, 29.6, 0, 0, 1, 24355, 22405, 0, 0, 0, 0, 24490, 1, 24040, 21880, 1530.000, 1530.000, -580.000, 24490.000, 2890.000, -2450.000, 0.000, 101.9, 16.5
2022-8-9, 00:00:00.000000, 23880, 23965, 22850, 23060, 8218, 9026, 23439, 23292, 23408, 0, 0, 1, 74.500, 579.302, -504.802, 0.000, 22780, 23200, 0, 0, 0, 20.3, 1, 0, 0, 24355, 22475, -1, 0, 0, 0, 24085, -1, 25255, 22715, 100.000, 100.000, 1530.000, 24085.000, 2890.000, -2450.000, 0.000, 102.7, 15.9
2022-8-10, 00:00:00.000000, 23200, 24240, 22630, 23655, 9528, 9274, 23431, 23508, 23435, 0, 0, 1, 218.666, 525.938, -307.271, 0.000, 22863, 23223, 0, 1, 0, 3.8, 0, 0, 0, 24355, 22630, 0, -1, 0, 0, 22730, -2, 24175, 21945, -330.000, -330.000, 100.000, 22730.000, 2890.000, -2450.000, 0.000, 103.0, 15.6
2022-8-11, 00:00:00.000000, 24000, 24980, 23840, 24245, 9242, 9252, 24266, 24355, 24410, 0, 0, 1, 261.334, 444.427, -183.093, 0.000, 22995, 23581, 0, 0, 0, 37.6, 0, 0, 0, 24980, 22630, 0, 0, 0, 0, 24840, 1, 25265, 22045, 1185.000, 1185.000, -330.000, 24840.000, 2890.000, -2450.000, 0.000, 101.1, 16.0
2022-8-12, 00:00:00.000000, 24225, 24315, 23600, 24240, 4938, 8949, 24095, 24052, 23958, 0, 0, 1, 629.666, 360.990, 268.676, 0.000, 23113, 23837, 0, 0, 1, 34.8, 1, 0, 0, 24980, 22630, 0, 0, 0, 0, 24830, -1, 25385, 23105, 585.000, 585.000, 1185.000, 24830.000, 2890.000, -2450.000, 0.000, 105.1, 16.0
2022-8-15, 00:00:00.000000, 24360, 25270, 23890, 24000, 7443, 8858, 24380, 24387, 24580, 0, 0, 1, 647.666, 301.594, 346.072, 0.000, 23198, 23840, 0, 0, 0, 10.5, 0, 0, 0, 25270, 23600, 0, 0, 0, 0, 23995, -2, 24955, 23525, -245.000, -245.000, 585.000, 23995.000, 2890.000, -2450.000, 0.000, 101.5, 16.7
2022-8-16, 00:00:00.000000, 24060, 24265, 23640, 23945, 5100, 8832, 23978, 23950, 23953, 0, 0, 1, 453.166, 276.688, 176.479, 0.000, 23269, 24017, 0, 0, 1, 31.3, 1, 0, 0, 25270, 23600, -1, 0, 0, 0, 23705, -2, 25380, 22620, -295.000, -295.000, -245.000, 23705.000, 2890.000, -2450.000, 0.000, 98.8, 17.1
2022-8-17, 00:00:00.000000, 23960, 24465, 23145, 23230, 8565, 9383, 23700, 23613, 23805, 0, 0, 1, 147.500, 290.906, -143.406, 0.000, 23265, 23932, 0, 0, 0, 24.7, 0, 0, 1, 25270, 23145, 0, -1, 0, 0, 23175, -2, 24570, 23320, -770.000, -770.000, -295.000, 23175.000, 2890.000, -2450.000, 0.000, 95.8, 16.9
2022-8-18, 00:00:00.000000, 23260, 23590, 23205, 23335, 3984, 9156, 23348, 23377, 23398, 0, 0, 1, -162.166, 302.115, -464.281, 0.000, 23272, 23750, 23590, 0, 1, 35.4, 1, 0, 0, 24465, 23145, 0, 0, 0, 0, 22620, 1, 24550, 21910, -610.000, -610.000, -770.000, 22620.000, 2890.000, -2450.000, 0.000, 97.2, 16.7
2022-8-19, 00:00:00.000000, 23330, 23370, 21035, 21230, 11296, 9707, 22241, 21878, 22203, 0, 0, -1, -894.166, 247.448, -1141.614, 0.000, 23077, 23148, 0, 1, 0, 41.5, 0, 0, 1, 24465, 21035, -1, 0, 0, 0, 21335, -1, 23720, 22950, -2000.000, -2000.000, -610.000, 21335.000, 2890.000, -2450.000, 0.000, 88.7, 16.5
2022-8-22, 00:00:00.000000, 21420, 21595, 20805, 20965, 7314, 8798, 21196, 21122, 21200, 0, 0, -1, -1347.166, 117.906, -1465.072, 0.000, 22876, 22541, 0, 0, 0, 39.0, 0, 0, 0, 23590, 20805, -1, -1, 0, 1, 18860, -2, 23565, 18895, -2370.000, -2370.000, -2000.000, 18860.000, 2890.000, -2450.000, 0.000, 90.2, 16.4
2022-8-23, 00:00:00.000000, 21055, 21660, 20790, 21490, 8565, 6615, 21249, 21313, 21225, 0, 0, -1, -1805.166, -36.656, -1768.510, 0.000, 22744, 22050, 0, 0, 0, 33.3, 0, 0, 0, 23370, 20790, 0, -1, 0, 1, 21225, 1, 21755, 20175, 260.000, 260.000, -2370.000, 21225.000, 2890.000, -2370.000, 0.000, 92.1, 16.3
2022-8-24, 00:00:00.000000, 21480, 21900, 21110, 21710, 9887, 3694, 21550, 21573, 21505, 0, 0, -1, -1450.666, -155.167, -1295.500, 0.000, 22646, 21746, 0, 0, 0, 18.4, 0, 0, 0, 21900, 20790, 0, 0, 0, 1, 22235, 2, 22360, 20620, 745.000, 745.000, 260.000, 22235.000, 2890.000, -2370.000, 0.000, 102.3, 16.0
2022-8-25, 00:00:00.000000, 21610, 21815, 21290, 21565, 7808, 1529, 21570, 21557, 21553, 0, 0, -1, -982.666, -236.021, -746.645, 0.000, 22543, 21392, 21815, 0, 0, 26.4, 1, 0, 0, 21900, 20790, 0, 0, 1, 0, 21785, -1, 22500, 20920, 75.000, 75.000, 745.000, 21785.000, 2890.000, -2370.000, 0.000, 102.9, 15.6
2022-8-26, 00:00:00.000000, 21450, 21820, 20310, 20420, 13737, 11363, 21000, 20850, 21065, 0, 0, -1, -957.334, -308.156, -649.178, 0.000, 22341, 21230, 0, 0, 0, 5.1, 0, 0, 1, 21900, 20310, 0, 0, 0, 0, 20275, -2, 22090, 21040, -1290.000, -1290.000, 75.000, 20275.000, 2890.000, -2370.000, 0.000, 95.0, 16.1
2022-8-29, 00:00:00.000000, 19890, 20315, 19345, 19965, 7992, 10770, 19879, 19875, 19830, 0, 0, -1, -1135.500, -388.437, -747.063, 0.000, 22114, 21030, 0, 0, 0, 49.8, 0, 0, 0, 21820, 19345, -1, 0, 0, 0, 18820, -2, 21930, 18910, -1600.000, -1600.000, -1290.000, 18820.000, 2890.000, -2370.000, 0.000, 92.0, 17.3
2022-8-30, 00:00:00.000000, 19985, 20630, 19345, 19770, 7230, 11576, 19933, 19915, 19988, 0, 0, -1, -1316.334, -476.167, -840.167, 0.000, 21891, 20686, 0, 0, 0, 24.0, 0, 0, 0, 21820, 19345, 0, -1, 0, 0, 19315, 1, 20935, 18995, -650.000, -650.000, -1600.000, 19315.000, 2890.000, -2370.000, 0.000, 91.7, 17.9
2022-8-31, 00:00:00.000000, 19745, 20400, 19585, 20065, 7256, 11139, 19949, 20017, 19993, 0, 0, -1, -1118.166, -550.708, -567.458, 0.000, 21717, 20357, 20400, 0, 0, 18.3, 1, 0, 0, 20630, 19345, 0, 0, 0, 0, 19870, 2, 21055, 18485, 100.000, 100.000, -650.000, 19870.000, 2890.000, -2370.000, 0.000, 98.3, 18.6
2022-9-1, 00:00:00.000000, 20130, 20145, 19310, 19695, 7103, 11552, 19820, 19717, 19728, 0, 0, -1, -844.166, -617.135, -227.031, 0.000, 21525, 19983, 0, 0, 0, 18.9, 0, 0, 0, 20630, 19310, 0, 0, 0, 1, 19990, -1, 20880, 19250, -75.000, -75.000, 100.000, 19990.000, 2890.000, -2370.000, 0.000, 98.6, 19.4
2022-9-2, 00:00:00.000000, 19975, 20390, 19555, 19775, 9765, 11048, 19924, 19907, 19973, 0, 0, -1, -697.000, -677.031, -19.969, 0.000, 21358, 19854, 0, 0, 0, 11.7, 1, 0, 0, 20400, 19310, 0, 0, 0, 1, 19405, -2, 20530, 18860, -290.000, -290.000, -75.000, 19405.000, 2890.000, -2370.000, 0.000, 100.0, 19.8
2022-9-6, 00:00:00.000000, 19745, 20085, 18480, 18635, 15290, 12520, 19236, 19067, 19283, 0, 0, -1, -940.666, -775.177, -165.489, 0.000, 21099, 19588, 0, 1, 0, 14.1, 0, 0, 1, 20390, 18480, -1, 0, 0, 1, 18715, -2, 20610, 18940, -1060.000, -1060.000, -290.000, 18715.000, 2890.000, -2370.000, 0.000, 92.9, 20.9
2022-9-7, 00:00:00.000000, 18780, 19365, 18360, 18925, 6749, 11600, 18858, 18883, 18863, 0, 0, -1, -940.834, -874.458, -66.376, 0.000, 20892, 19419, 0, 0, 0, 26.8, 0, 0, 0, 20390, 18360, 0, -1, 0, 1, 17785, 1, 20240, 17030, -850.000, -850.000, -1060.000, 17785.000, 2890.000, -2370.000, 0.000, 96.1, 22.1
2022-9-8, 00:00:00.000000, 19170, 19400, 18905, 19260, 7811, 11293, 19184, 19188, 19153, 0, 0, -1, -867.500, -957.000, 89.500, 0.000, 20736, 19258, 0, 0, 1, 35.7, 1, 0, 0, 20085, 18360, 0, 0, 1, 0, 19550, 2, 19930, 17920, 625.000, 625.000, -850.000, 19550.000, 2890.000, -2370.000, 0.000, 97.4, 23.1
2022-9-9, 00:00:00.000000, 19010, 21485, 19010, 21345, 16199, 10637, 20213, 20613, 20248, 0, 0, -1, 57.834, -962.604, 1020.438, 0.000, 20794, 19588, 0, 1, 0, 31.3, 0, 0, 1, 21485, 18360, 0, 0, 0, 0, 21680, 2, 19755, 18765, 2420.000, 2420.000, 625.000, 21680.000, 2420.000, -2370.000, 0.000, 114.5, 21.5
2022-9-12, 00:00:00.000000, 21500, 22530, 21500, 22455, 8764, 10349, 21996, 22162, 22015, 0, 0, 1, 1031.000, -888.031, 1919.031, 0.000, 20952, 20124, 0, 0, 0, 50.0, 0, 0, 0, 22530, 18905, 1, 0, 0, 0, 24540, 2, 23820, 18870, 3195.000, 3195.000, 2420.000, 24540.000, 3195.000, -2370.000, 3195.000, 118.7, 20.8
2022-9-13, 00:00:00.000000, 22390, 22875, 20050, 20240, 15358, 10225, 21389, 21055, 21463, 0, 0, -1, 1330.166, -749.010, 2079.176, 0.000, 20885, 20445, 0, 1, 0, 14.8, 0, 0, 0, 22875, 19010, 0, 1, 0, 0, 21350, -1, 23485, 21425, -1105.000, -1105.000, 3195.000, 21350.000, 3195.000, -2370.000, 0.000, 105.1, 19.7
2022-9-14, 00:00:00.000000, 20110, 20500, 19585, 19925, 7625, 10110, 20030, 20003, 20043, 0, 0, -1, 841.334, -612.229, 1453.563, 0.000, 20793, 20645, 0, 0, 0, 42.0, 0, 0, 0, 22875, 19585, 0, 0, 0, 0, 17710, -2, 23065, 17415, -2530.000, -2530.000, -1105.000, 17710.000, 3195.000, -2530.000, -2530.000, 93.3, 19.1
2022-9-15, 00:00:00.000000, 20130, 20345, 19450, 19730, 7042, 10747, 19914, 19842, 19898, 0, 0, -1, -33.500, -501.500, 468.000, 0.000, 20692, 20739, 0, 0, 0, 38.4, 0, 0, 0, 22875, 19450, 0, 0, 0, 0, 19415, 1, 20840, 19010, -510.000, -510.000, -2530.000, 19415.000, 3195.000, -2530.000, 0.000, 87.9, 18.6
2022-9-16, 00:00:00.000000, 19750, 19865, 19275, 19575, 6561, 11014, 19616, 19572, 19570, 0, 0, -1, -243.166, -426.031, 182.865, 0.000, 20586, 20385, 0, 0, 0, 30.2, 0, 0, 0, 20500, 19275, 0, 0, 0, 0, 19380, 2, 20625, 18835, -350.000, -350.000, -510.000, 19380.000, 3195.000, -2530.000, 0.000, 96.7, 18.2
2022-9-19, 00:00:00.000000, 19490, 19620, 18130, 19480, 12241, 10656, 19180, 19077, 18875, 0, 0, -1, -362.000, -387.240, 25.240, 0.000, 20480, 19790, 0, 0, 0, 33.9, 0, 0, 0, 20345, 18130, 0, 0, 0, 1, 19325, 2, 20165, 18985, -250.000, -250.000, -350.000, 19325.000, 3195.000, -2530.000, 0.000, 97.8, 18.7
2022-9-20, 00:00:00.000000, 19525, 19655, 18690, 18950, 8868, 10796, 19205, 19098, 19173, 0, 0, -1, -653.500, -368.250, -285.250, 0.000, 20335, 19532, 0, 0, 0, 22.2, 1, 0, 0, 19865, 18130, 0, 0, 0, 1, 18855, -1, 20970, 17990, -625.000, -625.000, -250.000, 18855.000, 3195.000, -2530.000, 0.000, 96.0, 19.2
2022-9-21, 00:00:00.000000, 18880, 19885, 18670, 18980, 15361, 10412, 19104, 19178, 19278, 0, 0, -1, -857.334, -350.865, -506.469, 0.000, 20206, 19343, 0, 0, 0, 17.7, 0, 0, 0, 19885, 18130, 0, 0, 0, 1, 18450, 1, 19915, 17985, -500.000, -500.000, -625.000, 18450.000, 3195.000, -2530.000, 0.000, 97.0, 19.3
2022-9-22, 00:00:00.000000, 18510, 19475, 18085, 19295, 9042, 10593, 18841, 18952, 18780, 0, 0, -1, -922.500, -326.250, -596.250, 0.000, 20119, 19256, 0, 0, 0, 16.9, 0, 0, 0, 19885, 18085, 0, 0, 1, 0, 19325, 2, 20195, 17765, 345.000, 345.000, -500.000, 19325.000, 3195.000, -2530.000, 0.000, 99.1, 19.8
2022-9-23, 00:00:00.000000, 19200, 19495, 18455, 18745, 9164, 10837, 18974, 18898, 18975, 0, 0, -1, -730.834, -302.042, -428.792, 0.000, 19988, 19090, 0, 0, 0, 21.1, 1, 0, 0, 19885, 18085, 0, 0, 0, 0, 19060, -1, 20685, 17905, -235.000, -235.000, 345.000, 19060.000, 3195.000, -2530.000, 0.000, 98.9, 20.3
2022-9-26, 00:00:00.000000, 18700, 19300, 18545, 19180, 11533, 8165, 18931, 19008, 18923, 0, 0, -1, -336.666, -270.323, -66.343, 0.000, 19911, 19030, 19300, 0, 0, 23.2, 0, 1, 0, 19495, 18085, 1, 0, 0, 0, 18630, 1, 19785, 17705, -115.000, -115.000, -235.000, 18630.000, 3195.000, -2530.000, 0.000, 101.1, 20.8
2022-9-27, 00:00:00.000000, 19060, 20400, 18775, 19045, 18567, 6210, 19320, 19407, 19588, 0, 0, -1, -300.500, -245.542, -54.958, 0.000, 19829, 19049, 0, 1, 0, 15.4, 0, 0, 0, 20400, 18455, 1, 1, 0, 0, 19480, 2, 19935, 18425, 300.000, 300.000, -115.000, 19480.000, 3195.000, -2530.000, 0.000, 98.7, 19.8
2022-9-28, 00:00:00.000000, 18975, 19685, 18440, 19565, 14508, 4080, 19166, 19230, 19063, 0, 0, -1, 8.834, -186.198, 195.032, 0.000, 19803, 19166, 0, 0, 0, 19.3, 0, 0, 0, 20400, 18440, 1, 1, 0, 0, 19430, 2, 20670, 17420, 385.000, 385.000, 300.000, 19430.000, 3195.000, -2530.000, 0.000, 104.4, 19.3
2022-9-29, 00:00:00.000000, 19630, 19700, 18820, 19405, 10690, 1314, 19389, 19308, 19260, 0, 0, -1, 116.334, -120.125, 236.459, 0.000, 19765, 19188, 0, 0, 0, 27.6, 1, 0, 0, 20400, 18440, 0, 1, 0, 0, 19925, -1, 20810, 18320, 360.000, 360.000, 385.000, 19925.000, 3195.000, -2530.000, 0.000, 101.2, 18.7
2022-9-30, 00:00:00.000000, 19395, 20180, 19130, 19425, 12261, 11388, 19533, 19578, 19655, 0, 0, -1, 258.000, -49.781, 307.781, 0.000, 19733, 19324, 0, 0, 0, 27.4, 0, 0, 0, 20180, 18440, 0, 0, 0, 0, 19265, -2, 20285, 18525, -140.000, -140.000, 360.000, 19265.000, 3195.000, -2530.000, 0.000, 102.0, 17.7
2022-10-3, 00:00:00.000000, 19190, 19690, 18785, 19525, 12200, 11435, 19298, 19333, 19238, 0, 0, -1, 240.166, -38.385, 278.551, 0.000, 19713, 19393, 0, 0, 0, 18.0, 0, 0, 0, 20180, 18785, 0, 0, 0, 0, 19545, 1, 20475, 18375, 120.000, 120.000, -140.000, 19545.000, 3195.000, -2530.000, 0.000, 99.8, 17.0
2022-10-4, 00:00:00.000000, 19535, 20535, 19515, 20285, 11729, 11853, 19968, 20112, 20025, 0, 0, -1, 400.000, -77.823, 477.823, 0.000, 19768, 19641, 0, 0, 0, 26.2, 0, 0, 0, 20535, 18785, 0, 0, 0, 1, 20385, 2, 20430, 18620, 860.000, 860.000, 120.000, 20385.000, 3195.000, -2530.000, 0.000, 104.5, 16.1
2022-10-5, 00:00:00.000000, 20385, 20450, 19740, 20140, 9665, 11560, 20179, 20110, 20095, 0, 0, -1, 522.334, -128.312, 650.646, 0.000, 19803, 19756, 20450, 0, 1, 29.7, 1, 0, 0, 20535, 18785, 0, 0, 0, 1, 20900, -1, 21305, 19265, 615.000, 615.000, 860.000, 20900.000, 3195.000, -2530.000, 0.000, 103.7, 15.3
2022-10-6, 00:00:00.000000, 20085, 20515, 19870, 20025, 9200, 11351, 20124, 20137, 20193, 0, 0, -1, 616.000, -142.396, 758.396, 0.000, 19824, 19880, 0, 0, 1, 18.4, 1, 0, 0, 20535, 19515, 0, 0, 0, 1, 19880, -2, 20850, 19430, -260.000, -260.000, 615.000, 19880.000, 3195.000, -2530.000, 0.000, 102.6, 14.6
2022-10-7, 00:00:00.000000, 19870, 20080, 19260, 19410, 11120, 12148, 19655, 19583, 19670, 0, 0, -1, 257.834, -124.187, 382.021, 0.000, 19785, 19877, 0, 0, 0, 28.1, 0, 0, 1, 20515, 19260, 0, 0, 1, 0, 19295, -2, 20670, 19380, -730.000, -730.000, -260.000, 19295.000, 3195.000, -2530.000, 0.000, 95.7, 13.9
2022-10-10, 00:00:00.000000, 19390, 19465, 19015, 19125, 7446, 12604, 19249, 19202, 19240, 0, 0, -1, -75.000, -113.677, 38.677, 0.000, 19722, 19797, 0, 0, 1, 41.8, 0, 0, 0, 20515, 19015, 0, 0, 0, 0, 18510, -2, 20230, 18590, -900.000, -900.000, -730.000, 18510.000, 3195.000, -2530.000, 0.000, 95.0, 13.5
2022-10-11, 00:00:00.000000, 19165, 19225, 18760, 18900, 9226, 13143, 19013, 18962, 18993, 0, 0, -1, -435.500, -118.271, -317.229, 0.000, 19644, 19520, 0, 0, 0, 40.1, 0, 0, 0, 20080, 18760, 0, 0, 0, 0, 18615, 1, 19575, 18675, -510.000, -510.000, -900.000, 18615.000, 3195.000, -2530.000, 0.000, 94.4, 13.5
2022-10-12, 00:00:00.000000, 18935, 19145, 18900, 19095, 5182, 12609, 19019, 19047, 19023, 0, 0, -1, -493.500, -108.271, -385.229, 0.000, 19591, 19311, 19145, 0, 1, 32.6, 1, 0, 0, 19465, 18760, 0, 0, 0, 0, 18870, 2, 19365, 18435, -30.000, -30.000, -510.000, 18870.000, 3195.000, -2530.000, 0.000, 98.4, 13.4
2022-10-13, 00:00:00.000000, 19150, 19575, 17810, 19360, 23505, 11751, 18974, 18915, 18693, 0, 0, -1, -410.666, -80.354, -330.312, 0.000, 19569, 19178, 0, 1, 0, 0.0, 0, 0, 0, 19575, 17810, 1, 0, 0, 0, 19555, 2, 19340, 18850, 460.000, 460.000, -30.000, 19555.000, 3195.000, -2530.000, 0.000, 101.2, 14.5
2022-10-14, 00:00:00.000000, 19415, 19975, 19065, 19110, 14027, 11461, 19391, 19383, 19520, 0, 0, -1, -309.166, -42.021, -267.145, 0.000, 19526, 19118, 0, 0, 0, 35.6, 0, 0, 0, 19975, 17810, 0, 1, 0, 0, 19375, -1, 21125, 17595, 15.000, 15.000, 460.000, 19375.000, 3195.000, -2530.000, 0.000, 101.1, 14.9
2022-10-17, 00:00:00.000000, 19070, 19680, 19070, 19515, 7538, 10812, 19334, 19422, 19375, 0, 0, -1, -168.166, -6.854, -161.312, 0.000, 19525, 19196, 19680, 0, 0, 35.9, 1, 0, 0, 19975, 17810, 1, 0, 0, 0, 19265, 1, 20020, 18200, 155.000, 155.000, 15.000, 19265.000, 3195.000, -2530.000, 0.000, 102.2, 15.2
2022-10-18, 00:00:00.000000, 19525, 19715, 19045, 19180, 8664, 11322, 19366, 19313, 19380, 0, 0, -1, -117.666, 6.834, -124.500, 0.000, 19492, 19252, 0, 0, 0, 14.3, 0, 0, 0, 19975, 19045, 0, 1, 0, 0, 19585, -1, 20125, 18905, 70.000, 70.000, 155.000, 19585.000, 3195.000, -2530.000, 0.000, 99.1, 15.5
2022-10-19, 00:00:00.000000, 19255, 19340, 19035, 19200, 5612, 11225, 19208, 19192, 19188, 0, 0, -1, 6.334, 26.011, -19.677, 0.000, 19464, 19273, 0, 0, 0, 28.0, 0, 0, 0, 19715, 19035, 0, 0, 0, 0, 18865, -2, 19850, 18510, -315.000, -315.000, 70.000, 18865.000, 3195.000, -2530.000, 0.000, 100.5, 15.7
2022-10-20, 00:00:00.000000, 19150, 19340, 18875, 19030, 9380, 11350, 19099, 19082, 19108, 0, 0, -1, -55.834, 21.969, -77.803, 0.000, 19423, 19207, 0, 0, 0, 27.6, 0, 0, 0, 19715, 18875, 0, 0, 0, 0, 19050, 1, 19505, 18895, -150.000, -150.000, -315.000, 19050.000, 3195.000, -2530.000, 0.000, 97.5, 16.2
2022-10-21, 00:00:00.000000, 19050, 19250, 18615, 19195, 10597, 10279, 19028, 19020, 18933, 0, 0, -1, -29.334, 12.865, -42.199, 0.000, 19401, 19224, 0, 0, 0, 9.7, 0, 0, 0, 19340, 18615, 0, 0, 0, 0, 19025, 2, 19495, 18565, -5.000, -5.000, -150.000, 19025.000, 3195.000, -2530.000, 0.000, 100.1, 16.9
2022-10-24, 00:00:00.000000, 19470, 19695, 19130, 19340, 11740, 8594, 19409, 19388, 19413, 0, 0, -1, -4.166, -3.521, -0.645, 0.000, 19395, 19189, 0, 0, 0, 35.5, 0, 0, 0, 19695, 18615, 0, 0, 0, 0, 19505, 2, 19830, 18560, 310.000, 310.000, -5.000, 19505.000, 860.000, -2530.000, 0.000, 100.7, 16.7
2022-10-25, 00:00:00.000000, 19310, 20445, 19230, 20305, 18642, 7141, 19823, 19993, 19838, 0, 0, 1, 280.334, -1.010, 281.344, 0.000, 19482, 19414, 0, 1, 0, 28.5, 0, 0, 0, 20445, 18615, 1, 0, 0, 0, 20450, 2, 19905, 18775, 1110.000, 1110.000, 310.000, 20450.000, 1110.000, -2530.000, 1110.000, 106.7, 15.7
2022-10-26, 00:00:00.000000, 20215, 21055, 20015, 20780, 16618, 4673, 20516, 20617, 20535, 0, 0, 1, 640.166, 14.000, 626.166, 0.000, 19605, 19730, 0, 0, 0, 33.7, 0, 0, 0, 21055, 19130, 1, 1, 0, 0, 21745, 2, 21520, 19090, 1440.000, 1440.000, 1110.000, 21745.000, 1440.000, -900.000, 1440.000, 108.3, 15.5
2022-10-27, 00:00:00.000000, 20735, 20940, 20245, 20625, 10277, 1319, 20636, 20603, 20593, 0, 0, 1, 942.000, 40.229, 901.771, 0.000, 19703, 20049, 20940, 0, 0, 31.0, 1, 0, 0, 21055, 19230, 0, 1, 0, 0, 21100, -1, 21820, 19740, 320.000, 320.000, 1440.000, 21100.000, 1440.000, -900.000, 0.000, 106.6, 15.3
2022-10-28, 00:00:00.000000, 20490, 20810, 19960, 20680, 8559, 9592, 20485, 20483, 20385, 0, 0, 1, 910.000, 58.604, 851.396, 0.000, 19796, 20346, 0, 0, 0, 11.8, 0, 0, 0, 21055, 19960, 0, 0, 0, 1, 20525, -2, 21320, 19930, -100.000, -100.000, 320.000, 20525.000, 1440.000, -900.000, 0.000, 101.8, 14.7
