,next_ret
289,-0.026254653930664062
290,-0.011462211608886719
291,-0.011462211608886719
292,-0.011462211608886719
293,-0.011462211608886719
294,0.0015344619750976562
295,0.022505760192871094
296,0.03982067108154297
297,0.040862083435058594
298,0.049755096435546875
299,0.0411224365234375
300,0.033596038818359375
301,-0.015094757080078125
302,-0.038219451904296875
303,-0.045706748962402344
304,-0.043044090270996094
305,-0.05765724182128906
306,-0.06255245208740234
307,-0.05199909210205078
308,-0.052985191345214844
309,-0.09498023986816406
310,-0.08021736145019531
311,-0.22252464294433594
312,-0.07595062255859375
313,-0.07595062255859375
314,-0.07595062255859375
315,-0.07875823974609375
316,-0.07875823974609375
317,-0.07875823974609375
318,-0.09308528900146484
319,-0.09369087219238281
320,-0.04153728485107422
321,-0.06453418731689453
322,-0.06453418731689453
323,-0.04569435119628906
324,-0.0648956298828125
325,-0.08194732666015625
326,-0.13084030151367188
327,-0.11550045013427734
328,-0.10515022277832031
329,-0.09509754180908203
330,-0.1022043228149414
331,-0.08913612365722656
332,-0.11626815795898438
333,-0.10750198364257812
334,-0.10281753540039062
335,-0.13896656036376953
336,-0.14177989959716797
337,-0.16451454162597656
338,-0.1282215118408203
339,-0.11138916015625
340,-0.11138916015625
341,-0.11138916015625
342,-0.11138916015625
343,-0.11407470703125
344,-0.10298824310302734
345,-0.10148048400878906
346,-0.1023855209350586
347,-0.0993661880493164
348,-0.10419273376464844
349,-0.11407470703125
350,-0.11764335632324219
351,-0.12090396881103516
352,-0.14024829864501953
353,-0.15808582305908203
354,-0.153533935546875
355,-0.06972122192382812
356,-0.049309730529785156
357,0.04506969451904297
358,0.012667655944824219
359,0.031716346740722656
360,0.08632946014404297
361,0.11711502075195312
362,0.11603164672851562
363,0.1105966567993164
364,0.11646461486816406
365,0.10590267181396484
366,0.12735748291015625
367,0.14580535888671875
368,0.12431716918945312
369,0.11384773254394531
370,0.09194755554199219
371,0.0758504867553711
372,0.06766223907470703
373,0.08563423156738281
374,0.1246185302734375
375,0.1246185302734375
376,0.1246185302734375
377,0.1246185302734375
378,0.1246185302734375
379,0.14057254791259766
380,0.14986419677734375
381,0.13446617126464844
382,0.10588741302490234
383,0.10085868835449219
384,0.10085868835449219
385,0.09658432006835938
386,0.09658432006835938
387,0.09147167205810547
388,0.08892536163330078
389,0.14426422119140625
390,0.14113330841064453
391,0.14113330841064453
392,0.14113330841064453
393,0.14113330841064453
394,0.14612960815429688
395,0.14612960815429688
396,0.14612960815429688
397,0.11596393585205078
398,0.1401681900024414
399,0.21353626251220703
400,0.24793720245361328
401,0.26091480255126953
402,0.2061014175415039
403,0.26935577392578125
404,0.26935577392578125
405,0.23528766632080078
406,0.2178354263305664
407,0.2178354263305664
408,0.2346782684326172
409,0.26201438903808594
410,0.27868080139160156
411,0.2825651168823242
412,0.2822122573852539
413,0.2908811569213867
414,0.2942628860473633
415,0.24639892578125
416,0.21610069274902344
417,0.20282268524169922
418,0.2228374481201172
419,0.22480392456054688
420,0.19414520263671875
421,0.1682567596435547
422,0.1682567596435547
423,0.20905685424804688
424,0.20905685424804688
425,0.20905685424804688
426,0.20905685424804688
427,0.20905685424804688
428,0.14687252044677734
429,0.15414047241210938
430,0.099761962890625
431,0.1327075958251953
432,0.1327075958251953
433,0.11181163787841797
434,0.08629131317138672
435,0.17035961151123047
436,0.18505096435546875
437,0.18505096435546875
438,0.18505096435546875
439,0.19855213165283203
440,0.19855213165283203
441,0.19855213165283203
442,0.21564960479736328
443,0.23963165283203125
444,0.2357187271118164
445,0.23646259307861328
446,0.22407054901123047
447,0.2605743408203125
448,0.25127506256103516
449,0.25127506256103516
450,0.2092580795288086
451,0.2453479766845703
452,0.2397918701171875
453,0.22285175323486328
454,0.2886934280395508
455,0.22724342346191406
456,0.22724342346191406
457,0.2287454605102539
458,0.23533344268798828
459,0.2576770782470703
460,0.256134033203125
461,0.256134033203125
462,0.2728757858276367
463,0.23531055450439453
464,0.17176532745361328
465,0.2429800033569336
466,0.24660873413085938
467,0.27100372314453125
468,0.2447957992553711
469,0.25757884979248047
470,0.2771472930908203
471,0.26263999938964844
472,0.2583932876586914
473,0.22568798065185547
474,0.2585563659667969
475,0.2531623840332031
476,0.25776100158691406
477,0.2354564666748047
478,0.2451639175415039
479,0.25693798065185547
480,0.20782756805419922
481,0.26221656799316406
482,0.25408077239990234
483,0.25408077239990234
484,0.25408077239990234
485,0.25408077239990234
486,0.2500572204589844
487,0.2765035629272461
488,0.27393054962158203
489,0.27393054962158203
490,0.28350162506103516
491,0.2691793441772461
492,0.277679443359375
493,0.2724008560180664
494,0.2778501510620117
495,0.2734203338623047
496,0.2843608856201172
497,0.2787046432495117
498,0.25106048583984375
499,0.27002620697021484
500,0.2695178985595703
501,0.2705354690551758
502,0.27291393280029297
503,0.2787141799926758
504,0.2819700241088867
505,0.3269052505493164
506,0.39487266540527344
507,0.39487266540527344
508,0.39487266540527344
509,0.39487266540527344
510,0.39487266540527344
511,0.39813709259033203
512,0.3977537155151367
513,0.32674407958984375
514,0.3538856506347656
515,0.3157501220703125
516,0.3365440368652344
517,0.3365440368652344
518,0.3365440368652344
519,0.3365440368652344
520,0.33558177947998047
521,0.3737955093383789
522,0.3309783935546875
523,0.3309783935546875
524,0.3521232604980469
525,0.36301708221435547
526,0.3783845901489258
527,0.3641653060913086
528,0.37448692321777344
529,0.36124706268310547
530,0.36463165283203125
531,0.37181568145751953
532,0.37599754333496094
533,0.3758068084716797
534,0.3432016372680664
535,0.34393978118896484
536,0.38195323944091797
537,0.3544015884399414
538,0.3685426712036133
539,0.3746824264526367
540,0.35530948638916016
541,0.3699836730957031
542,0.3611106872558594
543,0.38653087615966797
544,0.3882112503051758
545,0.3882112503051758
546,0.3882112503051758
547,0.38663768768310547
548,0.3761005401611328
549,0.3963737487792969
550,0.36957359313964844
551,0.42844295501708984
552,0.5007228851318359
553,0.529698371887207
554,0.5072021484375
555,0.5039682388305664
556,0.4803934097290039
557,0.47637462615966797
558,0.4780921936035156
559,0.4876279830932617
560,0.5017499923706055
561,0.4870624542236328
562,0.4639730453491211
563,0.4709129333496094
564,0.49594783782958984
565,0.47577476501464844
566,0.4585866928100586
567,0.4156913757324219
568,0.34857654571533203
569,0.34857654571533203
570,0.3630380630493164
571,0.3630380630493164
572,0.3816871643066406
573,0.4013996124267578
574,0.3772611618041992
575,0.3412342071533203
576,0.3852653503417969
577,0.40657901763916016
578,0.40985774993896484
579,0.38311767578125
580,0.3081178665161133
581,0.35456275939941406
582,0.35286808013916016
583,0.3411521911621094
584,0.36846446990966797
585,0.45869922637939453
586,0.46888256072998047
587,0.46888256072998047
588,0.46888256072998047
589,0.45252323150634766
590,0.4445981979370117
591,0.43855953216552734
592,0.40901947021484375
593,0.4037618637084961
594,0.4015941619873047
595,0.36399364471435547
596,0.33097362518310547
597,0.33097362518310547
598,0.3316793441772461
599,0.2668609619140625
600,0.31777095794677734
601,0.3531179428100586
602,0.35862255096435547
603,0.2949085235595703
604,0.30041980743408203
605,0.28499698638916016
606,0.2855367660522461
607,0.3446388244628906
608,0.35372066497802734
609,0.35372066497802734
610,0.35372066497802734
611,0.35372066497802734
612,0.35372066497802734
613,0.3775205612182617
614,0.3775205612182617
615,0.3775205612182617
616,0.3132181167602539
617,0.2866802215576172
618,0.29491615295410156
619,0.27011871337890625
620,0.2808046340942383
621,0.2828865051269531
622,0.29758167266845703
623,0.28011131286621094
624,0.2549152374267578
625,0.2251873016357422
626,0.26839256286621094
627,0.3232755661010742
628,0.3067922592163086
629,0.3530464172363281
630,0.3523731231689453
631,0.35371971130371094
632,0.3549680709838867
633,0.33293819427490234
634,0.31186866760253906
635,0.3174571990966797
636,0.25128936767578125
637,0.21001148223876953
638,0.26488208770751953
639,0.2954597473144531
640,0.312286376953125
641,0.38268375396728516
642,0.29010772705078125
643,0.3721141815185547
644,0.3721141815185547
645,0.3929586410522461
646,0.43304443359375
647,0.42113780975341797
648,0.45016956329345703
649,0.3900184631347656
650,0.38374805450439453
651,0.38374805450439453
652,0.38374805450439453
653,0.38374805450439453
654,0.38374805450439453
655,0.4060068130493164
656,0.2999906539916992
657,0.2999906539916992
658,0.288330078125
659,0.3263683319091797
660,0.33930015563964844
661,0.28334522247314453
662,0.2870340347290039
663,0.2870340347290039
664,0.2870340347290039
665,0.22473907470703125
666,0.26369380950927734
667,0.2787904739379883
668,0.2732667922973633
669,0.3258991241455078
670,0.38114070892333984
671,0.38114070892333984
672,0.38114070892333984
673,0.38114070892333984
674,0.38114070892333984
675,0.41558074951171875
676,0.4129495620727539
677,0.3737316131591797
678,0.3864870071411133
679,0.3864870071411133
680,0.3997945785522461
681,0.46575260162353516
682,0.5007867813110352
683,0.5007867813110352
684,0.5007867813110352
685,0.4850149154663086
686,0.4815492630004883
687,0.4671640396118164
688,0.46109867095947266
689,0.4916372299194336
690,0.45096588134765625
691,0.45096588134765625
692,0.5236234664916992
693,0.5395402908325195
694,0.568455696105957
695,0.6130208969116211
696,0.5996570587158203
697,0.6041793823242188
698,0.6422805786132812
699,0.6090612411499023
700,0.6090612411499023
701,0.6277875900268555
702,0.6058530807495117
703,0.6058530807495117
704,0.582249641418457
705,0.5619993209838867
706,0.5732603073120117
707,0.5602388381958008
708,0.5431118011474609
709,0.5413932800292969
710,0.5724973678588867
711,0.5704326629638672
712,0.5704326629638672
713,0.5704326629638672
714,0.5704326629638672
715,0.5704326629638672
716,0.5607852935791016
717,0.5607852935791016
718,0.6437311172485352
719,0.6437311172485352
720,0.6437311172485352
721,0.6367807388305664
722,0.653874397277832
723,0.5995149612426758
724,0.5995149612426758
725,0.5608243942260742
726,0.6147384643554688
727,0.6147384643554688
728,0.6147384643554688
729,0.6147384643554688
730,0.6155195236206055
731,0.6109275817871094
732,0.5145101547241211
733,0.4874086380004883
734,0.4763469696044922
735,0.4595212936401367
736,0.5179538726806641
737,0.5052900314331055
738,0.463836669921875
739,0.4658937454223633
740,0.4813089370727539
741,0.4201526641845703
742,0.4201526641845703
743,0.3981771469116211
744,0.40877819061279297
745,0.4380521774291992
746,0.4380521774291992
747,0.4380521774291992
748,0.4380521774291992
749,0.4380521774291992
750,0.4380521774291992
751,0.4380521774291992
752,0.40826416015625
753,0.43993568420410156
754,0.4736366271972656
755,0.4416475296020508
756,0.39437294006347656
757,0.39437294006347656
758,0.4022808074951172
759,0.36834049224853516
760,0.3909492492675781
761,0.4467763900756836
762,0.4544057846069336
763,0.4340677261352539
764,0.4853992462158203
765,0.4799013137817383
766,0.4799013137817383
767,0.4799013137817383
768,0.4799013137817383
769,0.4799013137817383
770,0.5257654190063477
771,0.5257654190063477
772,0.5257654190063477
773,0.5199918746948242
774,0.5323591232299805
775,0.5552263259887695
776,0.5221500396728516
777,0.5580587387084961
778,0.5574760437011719
779,0.6105012893676758
780,0.6180992126464844
781,0.6248292922973633
782,0.6420412063598633
783,0.6223011016845703
784,0.6462984085083008
785,0.6248264312744141
786,0.5879430770874023
787,0.5596218109130859
788,0.5596218109130859
789,0.5596218109130859
790,0.5596218109130859
791,0.5462379455566406
792,0.5278186798095703
793,0.5070104598999023
794,0.5288457870483398
795,0.5288457870483398
796,0.5288457870483398
797,0.5449676513671875
798,0.5554008483886719
799,0.5402698516845703
800,0.5679817199707031
801,0.5825519561767578
802,0.5781164169311523
803,0.595001220703125
804,0.5674314498901367
805,0.5811586380004883
806,0.6249933242797852
807,0.5826587677001953
808,0.5716218948364258
809,0.542668342590332
810,0.5321826934814453
811,0.5620222091674805
812,0.5620222091674805
813,0.5620222091674805
814,0.5580625534057617
815,0.5603923797607422
816,0.6862430572509766
817,0.7127313613891602
818,0.7145614624023438
819,0.688349723815918
820,0.7335472106933594
821,0.732731819152832
822,0.7435359954833984
823,0.7614278793334961
824,0.8027305603027344
825,0.810297966003418
826,0.7635889053344727
827,0.7210960388183594
828,0.7210960388183594
829,0.7210960388183594
830,0.7033519744873047
831,0.7023172378540039
832,0.667902946472168
833,0.6693058013916016
834,0.6956167221069336
835,0.7523012161254883
836,0.7542104721069336
837,0.7542104721069336
838,0.7542104721069336
839,0.7729072570800781
840,0.7321081161499023
841,0.7380027770996094
842,0.6772327423095703
843,0.6329946517944336
844,0.6329946517944336
845,0.6329946517944336
846,0.6329946517944336
847,0.6329946517944336
848,0.6307411193847656
849,0.6344718933105469
850,0.6433048248291016
851,0.6009712219238281
852,0.5904350280761719
853,0.6291790008544922
854,0.5654869079589844
855,0.5387334823608398
856,0.5387334823608398
857,0.5387334823608398
858,0.5387334823608398
859,0.5072860717773438
860,0.4752473831176758
861,0.48162364959716797
862,0.5261011123657227
863,0.5366830825805664
864,0.5179948806762695
865,0.5082273483276367
866,0.4924449920654297
867,0.5269670486450195
868,0.5298290252685547
869,0.5298290252685547
870,0.5298290252685547
871,0.5021533966064453
872,0.5008792877197266
873,0.5285224914550781
874,0.5435047149658203
875,0.5435047149658203
876,0.5435047149658203
877,0.5435047149658203
878,0.5435047149658203
879,0.5230703353881836
880,0.5230703353881836
881,0.5123004913330078
882,0.5488367080688477
883,0.5251960754394531
884,0.5251960754394531
885,0.5668821334838867
886,0.5596208572387695
887,0.5596208572387695
888,0.5596208572387695
889,0.5596208572387695
890,0.5596208572387695
891,0.5596208572387695
892,0.5479307174682617
893,0.5074796676635742
894,0.5238332748413086
895,0.49881935119628906
896,0.5978326797485352
897,0.5978326797485352
898,0.5978326797485352
899,0.5978326797485352
900,0.5421504974365234
901,0.5421504974365234
902,0.5136175155639648
903,0.5541915893554688
904,0.5711498260498047
905,0.5682954788208008
906,0.5165348052978516
907,0.5194797515869141
908,0.5008163452148438
909,0.5065784454345703
910,0.5414218902587891
911,0.55743408203125
912,0.55743408203125
913,0.55743408203125
914,0.6189136505126953
915,0.6451597213745117
916,0.6451597213745117
917,0.663604736328125
918,0.663604736328125
919,0.663604736328125
920,0.7173452377319336
921,0.7047023773193359
922,0.6928319931030273
923,0.6972780227661133
924,0.6904993057250977
925,0.6624050140380859
926,0.6163578033447266
927,0.6373558044433594
928,0.6375694274902344
929,0.6647014617919922
930,0.6574506759643555
931,0.6624116897583008
932,0.6489334106445312
933,0.6750936508178711
934,0.6720123291015625
935,0.6431398391723633
936,0.6502923965454102
937,0.6373281478881836
938,0.5856618881225586
939,0.5676002502441406
940,0.5528240203857422
941,0.5832061767578125
942,0.5989570617675781
943,0.5977983474731445
944,0.5889005661010742
945,0.5750637054443359
946,0.5889453887939453
947,0.6037378311157227
948,0.6262435913085938
949,0.6030492782592773
950,0.6134653091430664
951,0.6412973403930664
952,0.6540889739990234
953,0.6540889739990234
954,0.6540889739990234
955,0.6540889739990234
956,0.6540889739990234
957,0.6855792999267578
958,0.6608905792236328
959,0.6608905792236328
960,0.6530857086181641
961,0.6456012725830078
962,0.6265029907226562
963,0.6426458358764648
964,0.6096057891845703
965,0.6096057891845703
966,0.6005573272705078
967,0.6005573272705078
968,0.6005573272705078
969,0.6005573272705078
970,0.5809392929077148
971,0.5787582397460938
972,0.5776424407958984
973,0.5845956802368164
974,0.6078224182128906
975,0.5658321380615234
976,0.5658321380615234
977,0.5479211807250977
978,0.5549039840698242
979,0.5275382995605469
980,0.5131645202636719
981,0.5532732009887695
982,0.5675554275512695
983,0.5380563735961914
984,0.5625104904174805
985,0.5653562545776367
986,0.5799226760864258
987,0.5862798690795898
988,0.5635557174682617
989,0.5635557174682617
990,0.5595149993896484
991,0.5694351196289062
992,0.5597248077392578
993,0.5657510757446289
994,0.5714731216430664
995,0.5730476379394531
996,0.6065130233764648
997,0.5915250778198242
998,0.5915250778198242
999,0.5769586563110352
