,Open,High,Low,Close,Volume,OpenInt,OHLC Avg,HLC Avg,HL Avg,Bid Volume,Ask Volume,LBR Bars,3/10,Mov Avg 3/10,3/10 Diff,Line,Avg,Avg.1,IB,WR7,NR7,TP,3BT,Pure 3BT,BO,HBO,LBO,PF3,PF3[1],5SMA,ERun,STPvt,SIG,LongoBO,ShortBO,ROC,ROC (alt),ROC[1],STPvt.1,Highest ROC,Lowest ROC,LLHHDraw,RANK,ADX,log_ret,atr,roc,rsi,bb_mavg,bb_high,bb_low,bb_width,bb_position,adx,stoch,stoch_signal,sma_5_ratio,hl_ratio,volume_sma,volume_ratio,state
10,47210.0,49255.0,46350.0,48455.0,5609.0,5369,47818,48020,47803,0,0,1,684.332,0.0,0.0,0.0,47381,48318,49255,0,0,3.4,1,0,0,49345,46230,0,0,0,0,46690,1,50055,43825,-250.0,-250.0,-1270.0,46690.0,3875.0,-1270.0,0.0,100.5,0.0,0.031765938,2667.737287864504,0.5081933,59.26738922781793,48033.333333333336,49592.955794771435,46473.71087189524,6.493917257896317,0.6351822883718248,29.59687355163832,71.42857142857143,45.81497503864125,1.0028353822591995,0.7246127,5958.666666666667,0.9413179682255379,2
11,49070.0,49510.0,47460.0,48765.0,3419.0,5273,48701,48578,48485,0,0,1,437.332,0.0,0.0,0.0,47544,48215,0,0,0,19.7,0,0,0,49510,46230,0,0,0,0,50280,2,51360,45550,1825.0,1825.0,-250.0,50280.0,3875.0,-1270.0,0.0,100.1,0.0,0.00637722,2461.8248585763363,0.123190634,63.59637649514077,48053.333333333336,49648.03985457444,46458.62681209223,6.637235798728233,0.7231340554476214,21.753876015392766,77.28658536585365,56.046867130289435,1.0114072384112829,0.63658535,5055.666666666667,0.6762708511900704,2
12,48610.0,48610.0,46695.0,47390.0,4056.0,5337,47826,47565,47653,0,0,1,400.332,0.0,0.0,0.0,47527,48051,0,0,1,19.7,1,0,0,49510,46350,0,0,0,0,47700,-1,50815,46715,-1065.0,-1065.0,1825.0,47700.0,3875.0,-1270.0,0.0,101.0,0.0,-0.028601646,2331.216572384224,0.9586707,37.25420315888493,48203.333333333336,49381.08071239597,47025.585954270704,4.886580647518008,0.1547080690679683,30.03510388749275,32.91139240506329,60.54218306649613,0.9862437826476036,0.36292428,4361.333333333333,0.9299908284927944,2
13,46940.0,49270.0,46530.0,48320.0,4280.0,5513,47765,48040,47900,0,0,1,8.832,0.0,0.0,0.0,47611,47974,0,0,0,4.3,0,0,0,49510,46530,0,0,0,0,46945,1,49305,45475,-445.0,-445.0,-1065.0,46945.0,3875.0,-1270.0,0.0,99.7,0.0,0.019433975,2467.477714922816,-0.278609,55.82008604454597,48158.333333333336,49304.05969197614,47012.606974690534,4.758164493411877,0.5705520412649463,21.999984399522493,60.06711409395973,56.75503062162556,1.0072122399633134,0.65328467,3918.3333333333335,1.0923011484474412,2
14,48600.0,50570.0,48400.0,49375.0,4772.0,5587,49236,49448,49485,0,0,1,-55.332,0.0,0.0,0.0,47787,48461,0,0,0,34.1,0,0,0,50570,46530,0,0,0,0,50305,2,51060,45580,1985.0,1985.0,-445.0,50305.0,3875.0,-1270.0,0.0,101.3,0.0,0.021598816,2394.9851432818773,1.2508972,70.6151130437788,48361.666666666664,49983.483206503675,46739.85012682965,6.7070332832629616,0.8124068932713845,32.768223246027624,70.42079207920793,54.46643285941031,1.0188605270217288,0.44930875,4369.333333333333,1.0921574610924376,0
15,49900.0,51260.0,48395.0,50710.0,5123.0,5573,50066,50122,49828,0,0,1,853.332,0.0,0.0,0.0,48065,48912,0,0,0,23.1,0,0,0,51260,46530,0,0,0,0,51765,2,51545,47205,2390.0,2390.0,1985.0,51765.0,3875.0,-1270.0,0.0,107.0,0.0,0.026679039,2551.656762187918,7.0056973,82.03462025392047,49468.333333333336,51424.21903778769,47512.44762887898,7.907627254288014,0.8174180024524945,44.37167139600118,88.37209302325581,72.9533330654745,1.0367598953222112,0.8080279,4725.0,1.0842328042327813,0
16,51755.0,53125.0,43705.0,46780.0,13967.0,5398,48841,47870,48415,0,0,1,590.0,0.0,0.0,0.0,47943,48515,0,1,0,0.0,0,0,0,53125,43705,0,0,0,0,48115,-1,53575,47845,-2595.0,-2595.0,2390.0,48115.0,3875.0,-2595.0,-2595.0,96.8,0.0,-0.080667496,4841.104508125279,-3.187086,30.20382696005018,48955.0,52218.3418454094,45691.6581545906,13.332006313591663,0.16675265678040627,48.81455751754698,32.64331210191083,63.812065734791524,0.9642378645779656,0.32643312,7954.0,1.755971838068874,1
17,46590.0,47440.0,44500.0,46520.0,5680.0,4995,46263,46153,45970,0,0,1,-192.668,0.0,0.0,0.0,47807,48341,47440,0,0,34.4,1,0,0,53125,43705,0,0,0,0,42590,-2,56200,37360,-4190.0,-4190.0,-2595.0,42590.0,3875.0,-4190.0,-4190.0,94.2,0.0,-0.0055732727,4207.4030054168525,-5.7822785,28.42179980889607,48003.333333333336,51837.02027354579,44169.64639312088,15.972586376831293,0.30653958493919664,51.77648159857751,29.883227176220807,50.29954410046249,0.9623301131544651,0.68707484,8256.666666666666,0.6879289463060071,1
18,46250.0,47465.0,45545.0,46645.0,4052.0,4907,46476,46552,46505,0,0,1,-1341.668,0.0,0.0,0.0,47697,48006,0,0,0,39.8,1,0,0,53125,43705,0,0,0,0,46385,1,49460,43580,-135.0,-135.0,-4190.0,46385.0,3875.0,-4190.0,0.0,92.0,0.0,0.0026836395,3444.9353369445685,-8.0161705,31.343024321611722,46648.333333333336,46860.67477744852,46435.99188921815,0.9103924146565445,0.49215100625486746,53.28396109589705,31.21019108280255,31.245576786978063,0.9716493771611882,0.5729167,7899.666666666667,0.5129330351491559,1
19,46545.0,47065.0,44750.0,45675.0,4853.0,4839,46009,45830,45908,0,0,1,-1583.5,0.0,0.0,0.0,47504,47266,0,0,0,11.0,1,0,0,47465,44500,0,0,0,0,45800,-1,48565,44725,-845.0,-845.0,-135.0,45800.0,3875.0,-4190.0,0.0,97.6,0.0,-0.021015167,3068.2902246297126,-2.3621206,21.24882206556498,46280.0,47141.665054801866,45418.334945198134,3.723703780474789,0.14893551349884412,58.62551423876037,39.62900505902192,33.5741411060151,0.9663394406127026,0.39956802,4861.666666666667,0.9982173465889407,1
20,45240.0,46945.0,43310.0,44815.0,7363.0,4791,45078,45023,45128,0,0,-1,-1787.832,0.0,0.0,0.0,47248,46087,0,0,0,9.6,0,0,0,47465,43310,0,0,0,1,43845,-2,47990,43360,-1830.0,-1830.0,-845.0,43845.0,3875.0,-4190.0,0.0,96.3,0.0,-0.019007683,3257.193483086475,-3.6650903,14.876991759725641,45711.666666666664,47206.75492121518,44216.57841211815,6.541385880549158,0.2001291850368195,66.76119195417483,36.22141997593261,35.686872039252364,0.9724000260377113,0.41403025,5422.666666666667,1.3578190312269234,1
21,45215.0,47025.0,44705.0,46515.0,3802.0,4983,45865,46082,45865,0,0,-1,-1606.168,0.0,0.0,0.0,47178,46034,0,0,0,19.1,1,0,0,47065,43310,0,0,1,0,45655,1,48450,41180,840.0,840.0,-1830.0,45655.0,3875.0,-4190.0,0.0,99.7,0.0,0.037231445,2944.795655390984,-0.27870083,54.940913234267214,45668.333333333336,47056.40954001493,44280.25712665174,6.078944009408102,0.8049784524045217,69.99318772069857,85.35286284953395,53.73442929482949,1.010448798713994,0.7801724,5339.333333333333,0.7120739168435377,0
22,46700.0,48510.0,46635.0,48190.0,3080.0,5001,47509,47778,47573,0,0,-1,-847.832,16.344,-864.176,0.0,47275,46368,0,0,1,44.8,0,0,1,48510,43310,1,0,0,0,49890,2,48835,44195,3375.0,3375.0,840.0,49890.0,3875.0,-4190.0,0.0,105.5,0.0,0.03537655,2628.197103593989,5.5062947,73.42597688401845,46506.666666666664,49262.367827694274,43750.965505639055,11.85077907552011,0.8054274093903446,50.589973872745695,93.84615384615384,71.80681222387346,1.0392943409247757,0.8293333,4748.333333333333,0.648648648648635,0
23,48270.0,48600.0,47050.0,47495.0,4538.0,4852,47854,47715,47825,0,0,-1,128.0,-104.969,232.969,0.0,47296,46538,0,0,1,30.8,0,0,0,48600,44705,0,1,0,0,49170,-1,50065,46315,980.0,980.0,3375.0,49170.0,3875.0,-4190.0,0.0,106.0,16.0,-0.014526367,2268.7980690626596,5.9801407,58.49142984340449,47400.0,48774.21492739189,46025.78507260811,5.798375221062832,0.5345651899518534,38.93316551493833,71.63029525032093,83.60977064866957,1.0205638403025485,0.28709677,3806.6666666666665,1.1921190893169564,2
24,47600.0,48225.0,46670.0,47490.0,3893.0,4876,47496,47462,47448,0,0,-1,641.5,-179.604,821.104,0.0,47314,46901,0,0,0,10.4,1,0,0,48600,46635,0,0,0,0,46795,-2,49045,45945,-700.0,-700.0,980.0,46795.0,3875.0,-4190.0,0.0,102.1,15.9,-0.00010585785,2030.8653793751064,2.0960982,58.363326984689266,47725.0,48382.62197854596,47067.37802145404,2.7558804758343074,0.321325923048048,29.070889694663176,43.51145038167939,69.66263315938473,1.0125583676254237,0.5273312,3837.0,1.0145947354703932,2
